,2018,2024,total,2018_relative,2024_relative,relative_diff
siyon,0,2,2,0.0,0.000534045393858478,0.000534045393858478
aralığ,0,2,2,0.0,0.000534045393858478,0.000534045393858478
birbiri,0,2,2,0.0,0.000534045393858478,0.000534045393858478
kesiş,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
ayrış,0,2,2,0.0,0.000534045393858478,0.000534045393858478
görsel,0,2,2,0.0,0.000534045393858478,0.000534045393858478
çift,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
paralel,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
zaman,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
yatay,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
tek,0,2,2,0.0,0.000534045393858478,0.000534045393858478
kabul,0,2,2,0.0,0.000534045393858478,0.000534045393858478
uyarla,0,2,2,0.0,0.000534045393858478,0.000534045393858478
üst,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
yükseklik,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
küçült,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
önce,0,2,2,0.0,0.000534045393858478,0.000534045393858478
faydalan,0,2,2,0.0,0.000534045393858478,0.000534045393858478
i̇ki,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
isten,0,2,2,0.0,0.000534045393858478,0.000534045393858478
azalan,0,2,2,0.0,0.000534045393858478,0.000534045393858478
kaldır,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
indir,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
büyüt,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
algorit,0,2,2,0.0,0.000534045393858478,0.000534045393858478
yapabil,0,2,2,0.0,0.000534045393858478,0.000534045393858478
eşlik,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
ihtiyaç,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
koy,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
tasarruf,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
bölen,0,2,2,0.0,0.000534045393858478,0.000534045393858478
karşılık,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
irrasyonel,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
ikili,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
ortanca,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
ebob,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
tasarım,0,2,2,0.0,0.000534045393858478,0.000534045393858478
farkındalık,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
düzgün,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
şifre li,0,2,2,0.0,0.000534045393858478,0.000534045393858478
periyodik,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
nda,0,2,2,0.0,0.000534045393858478,0.000534045393858478
yaz,0,2,2,0.0,0.000534045393858478,0.000534045393858478
bölge,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
çıkıl,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
ayrıl,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
benzerlik,0,2,2,0.0,0.000534045393858478,0.000534045393858478
getir,0,2,2,0.0,0.000534045393858478,0.000534045393858478
ölçüm,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
olabil,0,2,2,0.0,0.000534045393858478,0.000534045393858478
dönüş,0,2,2,0.0,0.000534045393858478,0.000534045393858478
lira,0,2,2,0.0,0.000534045393858478,0.000534045393858478
kal,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
yaklaşık,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
örün,0,2,2,0.0,0.000534045393858478,0.000534045393858478
yaklaşım,0,2,2,0.0,0.000534045393858478,0.000534045393858478
nicelik,0,2,2,0.0,0.000534045393858478,0.000534045393858478
integral,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
gra,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
sonsuz,0,2,2,0.0,0.000534045393858478,0.000534045393858478
bağla,0,2,2,0.0,0.000534045393858478,0.000534045393858478
sayısal,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
hesap,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
ölçüt,0,2,2,0.0,0.000534045393858478,0.000534045393858478
değerlendiril,0,2,2,0.0,0.000534045393858478,0.000534045393858478
azal,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
maliyet,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
çizdir,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
sembol,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
gerçekleştir,0,2,2,0.0,0.000534045393858478,0.000534045393858478
bireyselleştir,0,2,2,0.0,0.000534045393858478,0.000534045393858478
aşama,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
ekok,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
tales,0,2,2,0.0,0.000534045393858478,0.000534045393858478
dinamik,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
tarihî,0,2,2,0.0,0.000534045393858478,0.000534045393858478
ağaç,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
toplumsal,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
kültür,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
metin,0,2,2,0.0,0.000534045393858478,0.000534045393858478
tümle,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
deneyim,0,2,2,0.0,0.000534045393858478,0.000534045393858478
mab5,0,2,2,0.0,0.000534045393858478,0.000534045393858478
fonks,0,2,2,0.0,0.000534045393858478,0.000534045393858478
yakın,0,2,2,0.0,0.000534045393858478,0.000534045393858478
cisim,0,2,2,0.0,0.000534045393858478,0.000534045393858478
sembolik,0,2,2,0.0,0.000534045393858478,0.000534045393858478
açılım,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
fizik,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
oluşturul,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
yaklaş,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
i̇kizkenar,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
karşıt,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
binom,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
ince,0,2,2,0.0,0.000534045393858478,0.000534045393858478
fog,0,2,2,0.0,0.000534045393858478,0.000534045393858478
sonsuz ki,0,2,2,0.0,0.000534045393858478,0.000534045393858478
birleşim,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
niceleyi,0,2,2,0.0,0.000534045393858478,0.000534045393858478
vurgulan,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
önem i,0,2,2,0.0,0.000534045393858478,0.000534045393858478
yıl,0,2,2,0.0,0.000534045393858478,0.000534045393858478
çap,0,2,2,0.0,0.000534045393858478,0.000534045393858478
rol,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
bil,0,2,2,0.0,0.000534045393858478,0.000534045393858478
ter,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
insan,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
nüfus,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
gözlemle,0,2,2,0.0,0.000534045393858478,0.000534045393858478
ülke,0,2,2,0.0,0.000534045393858478,0.000534045393858478
modelle,0,2,2,0.0,0.000534045393858478,0.000534045393858478
mat,0,2,2,0.0,0.000534045393858478,0.000534045393858478
çözül,0,2,2,0.0,0.000534045393858478,0.000534045393858478
kesişim,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
sınırlandır,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
dilim,2,0,2,0.001148105625717566,0.0,-0.001148105625717566
f(y,0,2,2,0.0,0.000534045393858478,0.000534045393858478
örten,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
düzenle,1,1,2,0.000574052812858783,0.000267022696929239,-0.00030703011592954403
tartış,0,2,2,0.0,0.000534045393858478,0.000534045393858478
ortam,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kullanışlı li,0,1,1,0.0,0.000267022696929239,0.000267022696929239
archimedes,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
program,0,1,1,0.0,0.000267022696929239,0.000267022696929239
çözüim,0,1,1,0.0,0.000267022696929239,0.000267022696929239
tane,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
karl,0,1,1,0.0,0.000267022696929239,0.000267022696929239
i̇çbükey,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
kindî,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
günlük,0,1,1,0.0,0.000267022696929239,0.000267022696929239
cemşid,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
sol,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
yon,0,1,1,0.0,0.000267022696929239,0.000267022696929239
satıcı,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yoğunluk,0,1,1,0.0,0.000267022696929239,0.000267022696929239
adım,0,1,1,0.0,0.000267022696929239,0.000267022696929239
diziliş,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
orij,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
okuryazar,0,1,1,0.0,0.000267022696929239,0.000267022696929239
4x2,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yineleme,0,1,1,0.0,0.000267022696929239,0.000267022696929239
zeki,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
saye,0,1,1,0.0,0.000267022696929239,0.000267022696929239
eleştirel,0,1,1,0.0,0.000267022696929239,0.000267022696929239
f'(x,0,1,1,0.0,0.000267022696929239,0.000267022696929239
nitelik,0,1,1,0.0,0.000267022696929239,0.000267022696929239
verebil,0,1,1,0.0,0.000267022696929239,0.000267022696929239
alı,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kısa,0,1,1,0.0,0.000267022696929239,0.000267022696929239
gelin,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yargı,0,1,1,0.0,0.000267022696929239,0.000267022696929239
𝑎𝑎𝐴𝐴,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ob4,0,1,1,0.0,0.000267022696929239,0.000267022696929239
feğma,0,1,1,0.0,0.000267022696929239,0.000267022696929239
düşüş,0,1,1,0.0,0.000267022696929239,0.000267022696929239
|𝐴𝐴|,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
18x,0,1,1,0.0,0.000267022696929239,0.000267022696929239
etki,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
deney,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
sıklık,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kullanabil,0,1,1,0.0,0.000267022696929239,0.000267022696929239
elekt,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kesin,0,1,1,0.0,0.000267022696929239,0.000267022696929239
art,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
katla,0,1,1,0.0,0.000267022696929239,0.000267022696929239
güç,0,1,1,0.0,0.000267022696929239,0.000267022696929239
değin,0,1,1,0.0,0.000267022696929239,0.000267022696929239
beraber,0,1,1,0.0,0.000267022696929239,0.000267022696929239
logaritmik,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
aile,0,1,1,0.0,0.000267022696929239,0.000267022696929239
dakika,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
destekle,0,1,1,0.0,0.000267022696929239,0.000267022696929239
pro,0,1,1,0.0,0.000267022696929239,0.000267022696929239
s(a,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
etkin,0,1,1,0.0,0.000267022696929239,0.000267022696929239
sonuc,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kuvvet,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
dâhil,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ivme,0,1,1,0.0,0.000267022696929239,0.000267022696929239
sâbit,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
keyfî,0,1,1,0.0,0.000267022696929239,0.000267022696929239
çar,0,1,1,0.0,0.000267022696929239,0.000267022696929239
melez,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yasa,0,1,1,0.0,0.000267022696929239,0.000267022696929239
sıra li,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
karşılaşılab,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ilke,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
kont,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bölün,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
nokta ki,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ob3,0,1,1,0.0,0.000267022696929239,0.000267022696929239
simetrik,0,1,1,0.0,0.000267022696929239,0.000267022696929239
radyan,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
kur,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
bakım,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kosekant,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
yansı,0,1,1,0.0,0.000267022696929239,0.000267022696929239
cism,0,1,1,0.0,0.000267022696929239,0.000267022696929239
pozitif,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
belirlen,0,1,1,0.0,0.000267022696929239,0.000267022696929239
p(a,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
sanı,0,1,1,0.0,0.000267022696929239,0.000267022696929239
parabol,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
davran,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ölçek,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
döngü,0,1,1,0.0,0.000267022696929239,0.000267022696929239
paralelkenarın,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bükey,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
yapım,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bul,0,1,1,0.0,0.000267022696929239,0.000267022696929239
serp,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
fırsat,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yamuk,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
mate,0,1,1,0.0,0.000267022696929239,0.000267022696929239
inşa,0,1,1,0.0,0.000267022696929239,0.000267022696929239
radyoaktif,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
istenen,0,1,1,0.0,0.000267022696929239,0.000267022696929239
değişik,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
yorumlat,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
bağımlı,0,1,1,0.0,0.000267022696929239,0.000267022696929239
180,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
üret,0,1,1,0.0,0.000267022696929239,0.000267022696929239
tab,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ölçü süz,0,1,1,0.0,0.000267022696929239,0.000267022696929239
d16,0,1,1,0.0,0.000267022696929239,0.000267022696929239
grub,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
açıorta,0,1,1,0.0,0.000267022696929239,0.000267022696929239
değişebilirlik,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yönet,0,1,1,0.0,0.000267022696929239,0.000267022696929239
gıyaseddin,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
negatif,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
çürüt,0,1,1,0.0,0.000267022696929239,0.000267022696929239
dikkate,0,1,1,0.0,0.000267022696929239,0.000267022696929239
tasnif,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kesen,0,1,1,0.0,0.000267022696929239,0.000267022696929239
set,0,1,1,0.0,0.000267022696929239,0.000267022696929239
önem,0,1,1,0.0,0.000267022696929239,0.000267022696929239
arka,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ob2,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ula,0,1,1,0.0,0.000267022696929239,0.000267022696929239
içbükey,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ardından,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bağım,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kombinasyon,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
tahmin,0,1,1,0.0,0.000267022696929239,0.000267022696929239
asallık,0,1,1,0.0,0.000267022696929239,0.000267022696929239
gezgin,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bilinc,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
h(x))2,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kalan,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yalın,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yanlış,0,1,1,0.0,0.000267022696929239,0.000267022696929239
gelir,0,1,1,0.0,0.000267022696929239,0.000267022696929239
birleş,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
hız,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
görüntüs,0,1,1,0.0,0.000267022696929239,0.000267022696929239
dikdörtgen,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
kesik,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
fo(goh))(x,0,1,1,0.0,0.000267022696929239,0.000267022696929239
euclid,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
edilir,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
yapa,0,1,1,0.0,0.000267022696929239,0.000267022696929239
seçim,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
formel,0,1,1,0.0,0.000267022696929239,0.000267022696929239
keşfet,0,1,1,0.0,0.000267022696929239,0.000267022696929239
düz,0,1,1,0.0,0.000267022696929239,0.000267022696929239
vefa,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
d19,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ölçüs,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
sunum,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bezelye,0,1,1,0.0,0.000267022696929239,0.000267022696929239
hakk,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kod,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kullana,0,1,1,0.0,0.000267022696929239,0.000267022696929239
harezmî,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
tercih,0,1,1,0.0,0.000267022696929239,0.000267022696929239
𝑃𝑃(𝐴𝐴,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
güc,0,1,1,0.0,0.000267022696929239,0.000267022696929239
gelenbevi,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
akran,0,1,1,0.0,0.000267022696929239,0.000267022696929239
duyarlı,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
korelasyon,0,1,1,0.0,0.000267022696929239,0.000267022696929239
alan ki,0,1,1,0.0,0.000267022696929239,0.000267022696929239
işare,0,1,1,0.0,0.000267022696929239,0.000267022696929239
karar,0,1,1,0.0,0.000267022696929239,0.000267022696929239
deltoid,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
|ab|,0,1,1,0.0,0.000267022696929239,0.000267022696929239
çarp,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
tip,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
avantaj,0,1,1,0.0,0.000267022696929239,0.000267022696929239
1of,0,1,1,0.0,0.000267022696929239,0.000267022696929239
buruşuk,0,1,1,0.0,0.000267022696929239,0.000267022696929239
seçil,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bilimsel,0,1,1,0.0,0.000267022696929239,0.000267022696929239
hazırlık,0,1,1,0.0,0.000267022696929239,0.000267022696929239
hile,0,1,1,0.0,0.000267022696929239,0.000267022696929239
şifre,0,1,1,0.0,0.000267022696929239,0.000267022696929239
alışkan,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
kotanjant,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
geçen,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yatırım,0,1,1,0.0,0.000267022696929239,0.000267022696929239
görüş,0,1,1,0.0,0.000267022696929239,0.000267022696929239
adlandır,0,1,1,0.0,0.000267022696929239,0.000267022696929239
belirsizlik,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kodlama,0,1,1,0.0,0.000267022696929239,0.000267022696929239
saniye,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ders,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bakteri,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
sembolizm,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ikiz,0,1,1,0.0,0.000267022696929239,0.000267022696929239
istatis,0,1,1,0.0,0.000267022696929239,0.000267022696929239
duyul,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
asimptot,0,1,1,0.0,0.000267022696929239,0.000267022696929239
fonksiyo,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kapalı,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
yarıçap,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
laplace,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
küre,0,1,1,0.0,0.000267022696929239,0.000267022696929239
enigma,0,1,1,0.0,0.000267022696929239,0.000267022696929239
1(x,0,1,1,0.0,0.000267022696929239,0.000267022696929239
türevlen,0,1,1,0.0,0.000267022696929239,0.000267022696929239
doğa,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
görün,0,1,1,0.0,0.000267022696929239,0.000267022696929239
elektronik,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
serbest,0,1,1,0.0,0.000267022696929239,0.000267022696929239
mesafe,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
üze,0,1,1,0.0,0.000267022696929239,0.000267022696929239
israf,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
başkatsayı,0,1,1,0.0,0.000267022696929239,0.000267022696929239
i̇smail,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
artış,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
iteratif,0,1,1,0.0,0.000267022696929239,0.000267022696929239
abc,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
sürek,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
duy,0,1,1,0.0,0.000267022696929239,0.000267022696929239
görselleştir,0,1,1,0.0,0.000267022696929239,0.000267022696929239
türetil,0,1,1,0.0,0.000267022696929239,0.000267022696929239
hazırla,0,1,1,0.0,0.000267022696929239,0.000267022696929239
fof)(x,0,1,1,0.0,0.000267022696929239,0.000267022696929239
napier,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
türevlenebilir,0,1,1,0.0,0.000267022696929239,0.000267022696929239
origami,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
hata,0,1,1,0.0,0.000267022696929239,0.000267022696929239
medeniyeti,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ilk,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
düzgü,0,1,1,0.0,0.000267022696929239,0.000267022696929239
|ax,0,1,1,0.0,0.000267022696929239,0.000267022696929239
çözümle,0,1,1,0.0,0.000267022696929239,0.000267022696929239
içer i,0,1,1,0.0,0.000267022696929239,0.000267022696929239
cebr,0,1,1,0.0,0.000267022696929239,0.000267022696929239
denk,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
12.,0,1,1,0.0,0.000267022696929239,0.000267022696929239
john,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
fog)(x,0,1,1,0.0,0.000267022696929239,0.000267022696929239
düğüm,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kesen(i),1,0,1,0.000574052812858783,0.0,-0.000574052812858783
içerik,0,1,1,0.0,0.000267022696929239,0.000267022696929239
poster,0,1,1,0.0,0.000267022696929239,0.000267022696929239
yönlendir,0,1,1,0.0,0.000267022696929239,0.000267022696929239
360,0,1,1,0.0,0.000267022696929239,0.000267022696929239
an(ii),0,1,1,0.0,0.000267022696929239,0.000267022696929239
gid,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
eğilim,0,1,1,0.0,0.000267022696929239,0.000267022696929239
tanjant,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
köprü,0,1,1,0.0,0.000267022696929239,0.000267022696929239
beşgen,0,1,1,0.0,0.000267022696929239,0.000267022696929239
paralelkenar,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ger,0,1,1,0.0,0.000267022696929239,0.000267022696929239
pay,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
çizelge,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
cauchy,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
logarit,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
fermat,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bölünebil,0,1,1,0.0,0.000267022696929239,0.000267022696929239
eşitsizliğ,0,1,1,0.0,0.000267022696929239,0.000267022696929239
karşılık li,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
dir,0,1,1,0.0,0.000267022696929239,0.000267022696929239
madde,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
pascal,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
gerekçelendir,0,1,1,0.0,0.000267022696929239,0.000267022696929239
parantez,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
tur,0,1,1,0.0,0.000267022696929239,0.000267022696929239
doğrus,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
pythagoras,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
hazır,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bağımsız,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
kutu,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
kulla,0,1,1,0.0,0.000267022696929239,0.000267022696929239
newton,0,1,1,0.0,0.000267022696929239,0.000267022696929239
teğeti,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
yet,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
1700,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ob5,0,1,1,0.0,0.000267022696929239,0.000267022696929239
sağlana,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ayırt,0,1,1,0.0,0.000267022696929239,0.000267022696929239
kaynak,0,1,1,0.0,0.000267022696929239,0.000267022696929239
ileri,0,1,1,0.0,0.000267022696929239,0.000267022696929239
salih,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
hacim,0,1,1,0.0,0.000267022696929239,0.000267022696929239
bozunum,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
karşı,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
mes,0,1,1,0.0,0.000267022696929239,0.000267022696929239
oku,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
102,0,1,1,0.0,0.000267022696929239,0.000267022696929239
2)2,0,1,1,0.0,0.000267022696929239,0.000267022696929239
altıgen,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
histogram,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ebu,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
i̇bn,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
ekonomi,0,1,1,0.0,0.000267022696929239,0.000267022696929239
rutin,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
rine,0,1,1,0.0,0.000267022696929239,0.000267022696929239
değiştir,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
𝑓𝑓(𝑘𝑘𝐴𝐴,1,0,1,0.000574052812858783,0.0,-0.000574052812858783
tüketim,0,1,1,0.0,0.000267022696929239,0.000267022696929239
gof)(x,0,1,1,0.0,0.000267022696929239,0.000267022696929239
veril,0,1,1,0.0,0.000267022696929239,0.000267022696929239
